upstream_hotspot,downstream_hotspot,upstream_geodesic_nm,downstream_geodesic_nm,upstream_steps,downstream_steps,upstream_M4,downstream_M4,ratio,delta_log10_M4,upstream_particles,downstream_particles,upstream_coordination,downstream_coordination,upstream_gap_nm,downstream_gap_nm,near_branch,downstream_class,Gamma_DE_PDA,Gamma_DE_corrected
130,155,503.392764003044,521.3131197706796,23,24,1.0387145545848804e-08,3.298011190810281e-08,3.1750890331254893,0.5017559079123957,"[71, 87]","[87, 123]","[4, 3]","[3, 2]",4.40718035822897,1.0891743032752714,True,transition,3.1750890331254893,98.60963322208679
131,206,490.7211261809264,500.444367917938,23,23,1.5204192901395006e-08,3.648733365494573e-08,2.399820489754373,0.3801787570345963,"[71, 125]","[125, 128]","[4, 4]","[4, 2]",3.271101961403513,1.9073302725366863,True,transition,2.3998204897543736,7.962046812899827
207,131,484.8012153119919,490.7211261809264,23,23,2.131755841195314e-08,1.5204192901395006e-08,0.7132239352922208,-0.1467740906356223,"[125, 166]","[71, 125]","[4, 2]","[4, 4]",3.0840084594277606,3.271101961403513,True,transition,0.7132239352922208,0.655071176674253
132,133,150.54440400297116,168.9558367509661,8,9,8.112525049189695e-05,1.3605081088262602e-06,0.0167704641967441,-1.775454916207604,"[72, 94]","[72, 155]","[3, 4]","[3, 1]",2.2454926084629,3.085076694913951,True,transition,0.016770464196744172,0.007724412975503687
132,159,150.54440400297116,155.10717976939523,8,8,8.112525049189695e-05,1.1775392080045171e-05,0.1451507638946685,-0.838180674235571,"[72, 94]","[90, 94]","[3, 4]","[4, 4]",2.2454926084629,2.7369723913051693,True,transition,0.14515076389466847,0.08983186138620672
164,132,150.4756769151387,150.54440400297116,8,8,4.859615835561222e-05,8.112525049189695e-05,1.669375795062781,0.222554112204113,"[94, 101]","[72, 94]","[4, 4]","[3, 4]",2.300008478232524,2.2454926084629,True,transition,1.669375795062781,1.8225546522085085
165,132,132.86419956236827,150.54440400297116,7,8,1.4881182910891896e-05,8.112525049189695e-05,5.451532380031391,0.7365185959737476,"[94, 199]","[72, 94]","[4, 4]","[3, 4]",1.881727902106551,2.2454926084629,True,transition,5.451532380031391,4.032546704053367
135,134,406.776605017491,409.0390991290352,19,19,1.136147706390799e-09,1.4256902428734858e-08,12.548458575007617,1.0985903813164533,"[73, 85]","[73, 81]","[3, 3]","[3, 3]",4.30292696913018,3.123780741319809,True,transition,12.548458575007617,21.76639649846903
134,144,409.0390991290352,418.3384953881509,19,20,1.4256902428734858e-08,1.5195584815437936e-08,1.0658405562775797,0.0276922415499034,"[73, 81]","[81, 85]","[3, 3]","[3, 3]",3.123780741319809,3.8401169873877663,True,transition,1.0658405562775795,0.7394120830153751
134,145,409.0390991290352,432.12324885698223,19,20,1.4256902428734858e-08,1.335561213809606e-08,0.936782180060218,-0.0283613792242534,"[73, 81]","[81, 110]","[3, 3]","[3, 2]",3.123780741319809,3.094556656921988,True,transition,0.9367821800602182,0.930796371672663
135,144,406.776605017491,418.3384953881509,19,20,1.136147706390799e-09,1.5195584815437936e-08,13.374656068012278,1.1262826228663567,"[73, 85]","[81, 85]","[3, 3]","[3, 3]",4.30292696913018,3.8401169873877663,True,transition,13.374656068012282,16.094336574671555
135,151,406.776605017491,429.1923022049742,19,20,1.136147706390799e-09,1.271060894449725e-09,1.1187461694461407,0.0487315613150282,"[73, 85]","[85, 138]","[3, 3]","[3, 2]",4.30292696913018,1.5707855386801377,True,transition,1.1187461694461407,7.779689283541509
137,136,324.63645436118,339.8689694449753,16,17,2.6688591623903496e-07,2.88249535948866e-07,1.0800477597727445,0.0334429604380156,"[74, 122]","[74, 92]","[3, 4]","[3, 2]",1.1088481980717295,2.7714855531438687,True,transition,1.0800477597727445,0.09317290856986528
136,162,339.8689694449753,362.0993828908855,17,18,2.88249535948866e-07,8.610882169835699e-08,0.2987301312208608,-0.5247209703554159,"[74, 92]","[92, 145]","[3, 2]","[2, 3]",2.7714855531438687,3.0786156212651328,True,transition,0.29873013122086084,0.23254816412878052
188,137,311.3466454064709,324.63645436118,15,16,9.31722587927322e-07,2.6688591623903496e-07,0.2864435398445584,-0.5429609679387104,"[111, 122]","[74, 122]","[3, 4]","[3, 4]",2.2675478428532188,1.1088481980717295,True,transition,0.28644353984455845,2.0820531154675233
137,204,324.63645436118,333.346516847983,16,16,2.6688591623903496e-07,5.086739396803613e-07,1.905960220189252,0.2801138321194191,"[74, 122]","[122, 132]","[3, 4]","[4, 2]",1.1088481980717295,1.9686643077217312,True,transition,1.905960220189252,0.3480309378187783
205,137,319.90633425484845,324.63645436118,16,16,2.329140028685872e-06,2.6688591623903496e-07,0.1145856036786311,-0.9408699428893428,"[122, 135]","[74, 122]","[4, 2]","[3, 4]",1.3246304703985563,1.1088481980717295,True,transition,0.11458560367863117,0.1709176072141345
138,139,637.0680425203719,659.4112507026246,29,30,2.2970611189392463e-09,8.419494649883308e-10,0.3665333316760559,-0.4358865255118904,"[75, 76]","[76, 99]","[2, 2]","[2, 2]",2.3242212523709505,2.598032731397605,False,transition,0.3665333316760559,0.27981267857788383
139,172,659.4112507026246,682.6088371983453,30,31,8.419494649883308e-10,1.4608603567445924e-10,0.1735092683697874,-0.7606773214820666,"[76, 99]","[99, 129]","[2, 2]","[2, 3]",2.598032731397605,3.9971275145966665,True,transition,0.17350926836978744,0.07479560311312747
140,241,660.193532041212,683.033655307027,30,31,1.928351359093889e-09,3.5542028438685276e-10,0.1843130312900345,-0.7344439582302834,"[77, 163]","[163, 193]","[2, 3]","[3, 2]",2.1105520705973007,3.968195564641171,True,remote,0.18431303129003462,0.05000063721322647
140,242,660.193532041212,681.3587441467824,30,31,1.928351359093889e-09,2.0930186120041286e-10,0.1085392764204348,-0.9644130779809744,"[77, 163]","[163, 197]","[2, 3]","[3, 2]",2.1105520705973007,3.9848618095656327,True,remote,0.10853927642043486,0.028929049636324512
159,141,155.10717976939523,177.75189180607111,8,9,1.1775392080045171e-05,4.532365063743959e-07,0.0384901414146931,-1.4146504932829602,"[90, 94]","[78, 90]","[4, 4]","[4, 4]",2.7369723913051693,4.289920161417964,True,transition,0.03849014141469311,0.017036611716002785
160,141,161.84416311079133,177.75189180607111,9,9,8.022285168546576e-05,4.532365063743959e-07,0.005649718214349,-2.247973212535449,"[90, 101]","[78, 90]","[4, 4]","[4, 4]",4.342948250802433,4.289920161417964,True,transition,0.00564971821434902,0.005665264223450994
142,182,618.160121333882,640.0244596420999,28,29,7.187271406095024e-10,1.3561553968928234e-09,1.8868849112095067,0.2757454115846849,"[79, 105]","[105, 109]","[2, 2]","[2, 3]",3.877210687516488,2.3620911488270018,True,remote,1.8868849112095065,5.063067482468467
143,155,516.0678003449825,521.3131197706796,24,24,5.8034978182528286e-09,3.298011190810281e-08,5.682799053421827,0.7545622994490951,"[80, 123]","[87, 123]","[2, 2]","[3, 2]",2.581981560906652,1.0891743032752714,True,transition,5.682799053421827,70.80756897885567
144,145,418.3384953881509,432.12324885698223,20,20,1.5195584815437936e-08,1.335561213809606e-08,0.8789139937890013,-0.0560536207741568,"[81, 85]","[81, 110]","[3, 3]","[3, 2]",3.8401169873877663,3.094556656921988,True,transition,0.8789139937890014,1.258833055414525
144,151,418.3384953881509,429.1923022049742,20,20,1.5195584815437936e-08,1.271060894449725e-09,0.0836467243536683,-1.0775510615513284,"[81, 85]","[85, 138]","[3, 3]","[3, 2]",3.8401169873877663,1.5707855386801377,True,transition,0.08364672435366832,0.4833805511303142
146,169,732.1132042338509,748.0505669949171,33,34,1.1475942824233104e-09,5.656050926059981e-12,0.0049286154633991,-2.3072750647096547,"[82, 97]","[97, 98]","[2, 2]","[2, 3]",1.611473123825352,4.471159596851464,True,remote,0.004928615463399151,0.0005184608255221885
147,148,60.63904239466997,75.68529538538121,3,4,9.957023822885926,0.0138095649354229,0.0013869169323148,-2.8579495496820253,"[83, 86]","[83, 112]","[3, 3]","[3, 2]",1.9534173207280008,2.8865705326645674,True,source,0.0013869169323148572,0.0004993579109464596
152,147,38.23229792713454,60.63904239466997,2,3,14.15694308536391,9.957023822885926,0.7033314863842286,-0.1528399398781655,"[86, 89]","[83, 86]","[3, 3]","[3, 3]",3.194620598112856,1.9534173207280008,True,source,0.7033314863842286,2.172033152570092
153,147,41.546042232669535,60.63904239466997,2,3,24.453657627284624,9.957023822885926,0.4071793256717633,-0.390214281198341,"[86, 120]","[83, 86]","[3, 2]","[3, 3]",2.836650070467435,1.9534173207280008,True,source,0.40717932567176335,0.9845797241990067
148,190,75.68529538538121,97.14416766058672,4,5,0.0138095649354229,0.0005596352660899,0.0405251916846725,-1.392274922256161,"[83, 112]","[112, 115]","[3, 2]","[2, 2]",2.8865705326645674,3.5682046277630484,True,source,0.04052519168466923,0.01976427932580619
150,149,243.2682800323035,243.94051760906345,12,12,3.634569436913277e-06,5.028479429051903e-06,1.383514475740056,0.1409837075327268,"[84, 93]","[84, 88]","[3, 2]","[3, 2]",3.7777557678880456,2.135975480213414,True,transition,1.383514475740056,4.233110435517428
149,156,243.94051760906345,263.8952005443957,12,13,5.028479429051903e-06,2.7273317569819087e-06,0.5423770337459917,-0.2656987083898009,"[84, 88]","[88, 114]","[3, 2]","[2, 2]",2.135975480213414,1.627886205129613,True,transition,0.5423770337459917,1.0214374790295684
150,163,243.2682800323035,266.27422222749027,12,13,3.634569436913277e-06,4.440993007230615e-06,1.221875956510053,0.0870271190508971,"[84, 93]","[93, 106]","[3, 2]","[2, 2]",3.7777557678880456,2.623971930301668,True,transition,1.221875956510053,2.4378855465461347
151,220,429.1923022049742,449.0805604650879,20,21,1.271060894449725e-09,5.207309502043766e-09,4.096821422783322,0.6124470338115618,"[85, 138]","[138, 192]","[3, 2]","[2, 1]",1.5707855386801377,3.498936135995809,True,transition,4.096821422783323,0.8398521945625128
152,153,38.23229792713454,41.546042232669535,2,2,14.15694308536391,24.453657627284624,1.7273261239967777,0.2373743413201755,"[86, 89]","[86, 120]","[3, 3]","[3, 2]",3.194620598112856,2.836650070467435,True,source,1.7273261239967777,2.2060510684770844
157,152,33.39684578907303,38.23229792713454,2,2,21.35890873382497,14.15694308536391,0.6628120969000776,-0.1786095739264938,"[89, 96]","[86, 89]","[3, 2]","[3, 3]",3.562644748490591,3.194620598112856,True,source,0.6628120969000777,0.8018324561270211
158,152,19.242269575533623,38.23229792713454,1,2,109.37944560068264,14.15694308536391,0.1294296474773461,-0.8879662316964753,"[89, 147]","[86, 89]","[3, 3]","[3, 3]",3.730348001051901,3.194620598112856,True,source,0.12942964747734612,0.16723018514135848
201,153,22.556013881068637,41.546042232669535,1,2,27.78336681076729,24.453657627284624,0.8801545829142544,-0.0554410453375094,"[120, 147]","[86, 120]","[2, 3]","[3, 2]",2.877822565743063,2.836650070467435,True,source,0.8801545829142544,0.925306896898089
155,154,521.3131197706796,526.7329646423665,24,24,3.298011190810281e-08,1.6459771788739732e-08,0.49908174461639,-0.3018283154421604,"[87, 123]","[87, 95]","[3, 2]","[3, 3]",1.0891743032752714,2.2881504299093827,True,transition,0.49908174461639004,0.05536931966352827
154,166,526.7329646423665,550.0674219454454,24,25,1.6459771788739732e-08,2.9845769740821413e-09,0.1813255379472464,-0.7415410254218532,"[87, 95]","[95, 103]","[3, 3]","[3, 3]",2.2881504299093827,4.4708702744113005,True,transition,0.18132553794724635,0.051808824552942494
154,167,526.7329646423665,546.5753211677218,24,25,1.6459771788739732e-08,2.094847539633924e-08,1.27270752384734,0.1047286115302024,"[87, 95]","[95, 154]","[3, 3]","[3, 3]",2.2881504299093827,2.720383102708748,True,transition,1.2727075238473395,0.8759884203565357
156,193,263.8952005443957,286.2558704044747,13,14,2.7273317569819087e-06,3.370350259235355e-06,1.235768347802695,0.0919370672738712,"[88, 114]","[114, 133]","[2, 2]","[2, 2]",1.627886205129613,3.125769489772836,False,transition,1.235768347802695,0.2988827473309323
158,157,19.242269575533623,33.39684578907303,1,2,109.37944560068264,21.35890873382497,0.1952735142926311,-0.7093566577699814,"[89, 147]","[89, 96]","[3, 3]","[3, 2]",3.730348001051901,3.562644748490591,True,source,0.1952735142926311,0.20856001009126893
168,157,33.22058910192354,33.39684578907303,2,2,102.16930506225926,21.35890873382497,0.2090540668825086,-0.679741379381435,"[96, 176]","[89, 96]","[2, 2]","[3, 2]",3.499193065969376,3.562644748490591,True,source,0.20905406688250858,0.1961270580370009
158,201,19.242269575533623,22.556013881068637,1,1,109.37944560068264,27.78336681076729,0.2540090293764836,-0.5951508450387903,"[89, 147]","[120, 147]","[3, 3]","[2, 3]",3.730348001051901,2.877822565743063,True,source,0.2540090293764836,0.39869834521869585
229,158,0.0,19.242269575533623,0,1,126.34487577242106,109.37944560068264,0.8657212643724671,-0.0626219149463758,"[147, 169]","[89, 147]","[3, 2]","[3, 3]",2.2485287702685746,3.730348001051901,True,source,0.8657212643724671,0.3146693412448598
159,160,155.10717976939523,161.84416311079133,8,9,1.1775392080045171e-05,8.022285168546576e-05,6.812754186029448,0.8333227192524886,"[90, 94]","[90, 101]","[4, 4]","[4, 4]",2.7369723913051693,4.342948250802433,True,transition,6.812754186029449,3.007205144198012
164,159,150.4756769151387,155.10717976939523,8,8,4.859615835561222e-05,1.1775392080045171e-05,0.2423111718806322,-0.6156265620314579,"[94, 101]","[90, 94]","[4, 4]","[4, 4]",2.300008478232524,2.7369723913051693,True,transition,0.24231117188063217,0.16372347688598093
165,159,132.86419956236827,155.10717976939523,7,8,1.4881182910891896e-05,1.1775392080045171e-05,0.7912940893580765,-0.1016620782618233,"[94, 199]","[90, 94]","[4, 4]","[4, 4]",1.881727902106551,2.7369723913051693,True,transition,0.7912940893580764,0.3622511765519268
164,160,150.4756769151387,161.84416311079133,8,9,4.859615835561222e-05,8.022285168546576e-05,1.650806450551478,0.2176961572210306,"[94, 101]","[90, 101]","[4, 4]","[4, 4]",2.300008478232524,4.342948250802433,True,transition,1.650806450551478,0.4923500819175062
160,175,161.84416311079133,173.29120272065404,9,9,8.022285168546576e-05,0.0002019823413935,2.51776566339792,0.4010153064592437,"[90, 101]","[101, 108]","[4, 4]","[4, 2]",4.342948250802433,4.513959045001847,True,source,2.5177656633975505,2.3742476246884934
160,176,161.84416311079133,172.604757848308,9,9,8.022285168546576e-05,6.198474775078485e-08,0.0007726569979562,-3.112013257639758,"[90, 101]","[101, 134]","[4, 4]","[4, 3]",4.342948250802433,3.163832208166653,True,source,0.0007726569979562922,0.000659021754972057
161,181,376.787161719388,399.9468888511098,18,19,1.4315200747304286e-08,1.9928766626107035e-08,1.3921402136019536,0.1436829787565491,"[91, 104]","[104, 148]","[2, 2]","[2, 2]",2.8037476864170827,4.5490656776021545,False,transition,1.3921402136019536,0.6535763229990823
162,219,362.0993828908855,370.7346151880416,18,18,8.610882169835699e-08,6.702885018786241e-09,0.077842024621667,-1.108785876868905,"[92, 145]","[137, 145]","[2, 3]","[3, 3]",3.0786156212651328,3.385802703897216,True,transition,0.07784202462166702,0.05966629361062067
162,227,362.0993828908855,384.0290345620209,18,19,8.610882169835699e-08,1.9129816105155545e-07,2.2215860962734038,0.3466631487323731,"[92, 145]","[145, 162]","[2, 3]","[3, 3]",3.0786156212651328,2.911715860236111,True,transition,2.2215860962734033,2.558200618165901
163,183,266.27422222749027,288.9050961707903,13,14,4.440993007230615e-06,2.114635153136523e-06,0.476162684717939,-0.322244641808231,"[93, 106]","[106, 111]","[2, 2]","[2, 3]",2.623971930301668,2.7261404424236098,True,transition,0.476162684717939,0.44040202859283495
165,164,132.86419956236827,150.4756769151387,7,8,1.4881182910891896e-05,4.859615835561222e-05,3.2656112519148945,0.5139644837696346,"[94, 199]","[94, 101]","[4, 4]","[4, 4]",1.881727902106551,2.300008478232524,True,source,3.2656112519148945,2.212579304092125
164,175,150.4756769151387,173.29120272065404,8,9,4.859615835561222e-05,0.0002019823413935,4.156343798114308,0.6187114636802744,"[94, 101]","[101, 108]","[4, 4]","[4, 2]",2.300008478232524,4.513959045001847,True,source,4.1563437981136975,1.168961012507824
164,176,150.4756769151387,172.604757848308,8,9,4.859615835561222e-05,6.198474775078485e-08,0.0012755071562899,-2.894317100418728,"[94, 101]","[101, 134]","[4, 4]","[4, 3]",2.300008478232524,3.163832208166653,True,source,0.0012755071562899874,0.0003244694150459109
167,166,546.5753211677218,550.0674219454454,25,25,2.094847539633924e-08,2.9845769740821413e-09,0.1424722762690261,-0.8462696369520556,"[95, 154]","[95, 103]","[3, 3]","[3, 3]",2.720383102708748,4.4708702744113005,True,transition,0.14247227626902617,0.05914327558331857
166,179,550.0674219454454,573.2035186708827,25,26,2.9845769740821413e-09,9.794307589898902e-09,3.281640136927942,0.5160909548050464,"[95, 103]","[103, 121]","[3, 3]","[3, 3]",4.4708702744113005,2.607757356367113,True,transition,3.2816401369279427,8.491268868784642
166,180,550.0674219454454,558.8107563049274,25,26,2.9845769740821413e-09,1.953063237567654e-09,0.6543852795648828,-0.1841664787066105,"[95, 103]","[103, 154]","[3, 3]","[3, 3]",4.4708702744113005,4.85134648728982,True,transition,0.6543852795648829,0.5778237024025571
167,180,546.5753211677218,558.8107563049274,25,26,2.094847539633924e-08,1.953063237567654e-09,0.0932317603365519,-1.030436115658666,"[95, 154]","[103, 154]","[3, 3]","[3, 3]",2.720383102708748,4.85134648728982,True,transition,0.09323176033655191,0.034174386469767885
244,168,20.19158380461698,33.22058910192354,1,2,0.5981032939692024,102.16930506225926,170.82217418371243,2.232544245161906,"[169, 176]","[96, 176]","[2, 2]","[2, 2]",2.58759771912516,3.499193065969376,False,source,170.82217418371243,193.24503248756002
169,170,748.0505669949171,761.2862669516774,34,35,5.656050926059981e-12,9.133132005877838e-11,16.147542031132314,1.2081064236604622,"[97, 98]","[98, 113]","[2, 3]","[3, 3]",4.471159596851464,4.622701992916262,True,remote,16.147542031132314,15.960714146740864
169,171,748.0505669949171,769.1136305544123,34,35,5.656050926059981e-12,2.792275332071469e-10,49.36793123990796,1.693444928517549,"[97, 98]","[98, 157]","[2, 3]","[3, 3]",4.471159596851464,2.0648141534134794,True,remote,49.36793123990796,233.91832858837662
170,171,761.2862669516774,769.1136305544123,35,35,9.133132005877838e-11,2.792275332071469e-10,3.057303157640156,0.4853385048570869,"[98, 113]","[98, 157]","[3, 3]","[3, 3]",4.622701992916262,2.0648141534134794,True,remote,3.057303157640156,14.655881086382474
170,191,761.2862669516774,781.7827586007313,35,36,9.133132005877838e-11,2.284964031529421e-10,2.501840584433555,0.3982596332924375,"[98, 113]","[113, 118]","[3, 3]","[3, 3]",4.622701992916262,2.7808085488256005,True,remote,2.5018405844335545,6.02255758195758
170,192,761.2862669516774,772.3186740283841,35,36,9.133132005877838e-11,9.941157765791944e-13,0.0108847192391329,-1.963182768686998,"[98, 113]","[113, 157]","[3, 3]","[3, 3]",4.622701992916262,4.9661787658973005,True,remote,0.010884719239132954,0.00921632686310958
171,192,769.1136305544123,772.3186740283841,35,36,2.792275332071469e-10,9.941157765791944e-13,0.0035602355009944,-2.448521273544085,"[98, 157]","[113, 157]","[3, 3]","[3, 3]",2.0648141534134794,4.9661787658973005,True,remote,0.003560235500994462,0.0006288483652936391
171,236,769.1136305544123,789.6291445507094,35,36,2.792275332071469e-10,1.2010188689866889e-11,0.0430121935037009,-1.3664084090557131,"[98, 157]","[157, 164]","[3, 3]","[3, 2]",2.0648141534134794,2.0415435998708418,True,remote,0.04301219350370097,0.03386803913545042
172,212,682.6088371983453,700.5758378192728,31,32,1.4608603567445924e-10,5.57740575006062e-10,3.81789109705832,0.5818235362574459,"[99, 129]","[129, 143]","[2, 3]","[3, 2]",3.9971275145966665,3.934585312817653,True,transition,3.81789109705832,4.061550240749712
172,213,682.6088371983453,705.6243674926945,31,32,1.4608603567445924e-10,2.7864829457012335e-10,1.907425944469246,0.2804476855350735,"[99, 129]","[129, 171]","[2, 3]","[3, 2]",3.9971275145966665,3.3198488080065545,True,transition,1.9074259444692458,2.8048746973960768
174,173,574.7400491344919,576.2332352980724,26,26,2.516419750866738e-09,1.714561726003551e-09,0.6813496537741764,-0.166629960430405,"[100, 184]","[100, 161]","[3, 2]","[3, 1]",3.828349460803004,1.1460749872691167,True,transition,0.6813496537741764,13.97236469464341
223,174,568.0967533592438,574.7400491344919,26,26,2.708197429009749e-09,2.516419750866738e-09,0.92918622693873,-0.0318972362467911,"[141, 184]","[100, 184]","[2, 2]","[3, 2]",3.1086985534067324,3.828349460803004,True,transition,0.92918622693873,0.6528408101966318
176,175,172.604757848308,173.29120272065404,9,9,6.198474775078485e-08,0.0002019823413935,3258.5813239995346,3.513028564099002,"[101, 134]","[101, 108]","[4, 3]","[4, 2]",3.163832208166653,4.513959045001847,True,source,3258.5813239990557,3602.6847471661436
175,185,173.29120272065404,184.86173737080887,9,10,0.0002019823413935,0.0045155098534784,22.35596350812045,1.3493933920408947,"[101, 108]","[108, 134]","[4, 2]","[2, 3]",4.513959045001847,1.0471677285404368,True,source,22.35596350812336,828.0607482385332
176,185,172.604757848308,184.86173737080887,9,10,6.198474775078485e-08,0.0045155098534784,72848.72516757641,4.8624219561398965,"[101, 134]","[108, 134]","[4, 3]","[2, 3]",3.163832208166653,1.0471677285404368,True,source,72848.72516757519,2983241.8274059477
176,217,172.604757848308,194.19717610576637,9,10,6.198474775078485e-08,1.0162808023197248e-05,163.95659241944028,2.214728883608771,"[101, 134]","[134, 170]","[4, 3]","[3, 2]",3.163832208166653,2.1803875789148286,True,source,163.95659241944026,582.7556437009295
178,177,503.175332822598,505.2158872618364,23,23,3.2240279769711754e-09,1.693425764974251e-09,0.5252515725887545,-0.2796326386543353,"[102, 119]","[102, 107]","[3, 3]","[3, 2]",2.7566548688974706,3.691901224968316,True,transition,0.5252515725887545,0.30825067390839883
177,184,505.2158872618364,515.0212834350822,23,24,1.693425764974251e-09,2.502035625552e-09,1.4774994436145503,0.1695273260100266,"[102, 107]","[107, 119]","[3, 2]","[2, 3]",3.691901224968316,4.926111345741624,True,transition,1.4774994436145503,0.9398130800748211
178,184,503.175332822598,515.0212834350822,23,24,3.2240279769711754e-09,2.502035625552e-09,0.7760589062575526,-0.1101053126443086,"[102, 119]","[107, 119]","[3, 3]","[2, 3]",2.7566548688974706,4.926111345741624,True,transition,0.7760589062575525,0.2896980152809916
178,200,503.175332822598,524.8647993559889,23,24,3.2240279769711754e-09,5.778452097044342e-10,0.1792308298289932,-0.746587284445149,"[102, 119]","[119, 127]","[3, 3]","[3, 3]",2.7566548688974706,3.2697263399169323,True,transition,0.17923082982899327,0.12162468739529314
180,179,558.8107563049274,573.2035186708827,26,26,1.953063237567654e-09,9.794307589898902e-09,5.0148440672595616,0.7002574335116569,"[103, 154]","[103, 121]","[3, 3]","[3, 3]",4.85134648728982,2.607757356367113,True,transition,5.0148440672595616,14.695258836697844
179,202,573.2035186708827,595.4858365055117,26,27,9.794307589898902e-09,5.93999402588546e-09,0.6064741148227277,-0.217187730707642,"[103, 121]","[121, 167]","[3, 3]","[3, 1]",2.607757356367113,3.55795006707935,True,transition,0.6064741148227277,0.34357927980076236
179,203,573.2035186708827,594.2634618580691,26,27,9.794307589898902e-09,1.3516157252262711e-09,0.1380001304656006,-0.8601205030156934,"[103, 121]","[121, 181]","[3, 3]","[3, 2]",2.607757356367113,2.091028318000358,True,transition,0.13800013046560064,0.2217418181399584
181,230,399.9468888511098,422.0700759529404,19,21,1.9928766626107035e-08,9.685658957258637e-09,0.4860139686000563,-0.3133512484357629,"[104, 148]","[148, 191]","[2, 2]","[2, 3]",4.5490656776021545,3.737460242364488,True,transition,0.4860139686000564,0.6533443337777975
182,186,640.0244596420999,662.6065094094528,29,30,1.3561553968928234e-09,5.674952430909815e-10,0.4184588612715084,-0.3783472311019459,"[105, 109]","[109, 116]","[2, 3]","[3, 3]",2.3620911488270018,3.2443526027223517,True,remote,0.41845886127150844,0.22091277594061468
182,187,640.0244596420999,657.8716781027586,29,30,1.3561553968928234e-09,6.839273106866978e-10,0.5043133790225578,-0.2972995102097018,"[105, 109]","[109, 131]","[2, 3]","[3, 2]",2.3620911488270018,2.1645943949491304,True,remote,0.5043133790225578,0.6270832945047633
183,188,288.9050961707903,311.3466454064709,14,15,2.114635153136523e-06,9.31722587927322e-07,0.4406067810540975,-0.3559488232276616,"[106, 111]","[111, 122]","[2, 3]","[3, 4]",2.7261404424236098,2.2675478428532188,True,transition,0.44060678105409756,0.6799264263732873
183,189,288.9050961707903,308.77256033342184,14,15,2.114635153136523e-06,4.7704086255991855e-09,0.0022559015055261,-2.6466798659210933,"[106, 111]","[111, 135]","[2, 3]","[3, 2]",2.7261404424236098,3.863594921024742,True,transition,0.0022559015055261416,0.0011130106875964316
184,200,515.0212834350822,524.8647993559889,24,24,2.502035625552e-09,5.778452097044342e-10,0.2309500327665996,-0.6364819718008403,"[107, 119]","[119, 127]","[2, 3]","[3, 3]",4.926111345741624,3.2697263399169323,True,transition,0.2309500327665997,0.4198326566970909
185,217,184.86173737080887,194.19717610576637,10,10,0.0045155098534784,1.0162808023197248e-05,0.0022506446343746,-2.647693072531126,"[108, 134]","[134, 170]","[2, 3]","[3, 2]",1.0471677285404368,2.1803875789148286,True,source,0.0022506446343747,0.00019534307891079004
187,186,657.8716781027586,662.6065094094528,30,30,6.839273106866978e-10,5.674952430909815e-10,0.8297595873473562,-0.081047720892244,"[109, 131]","[109, 116]","[3, 2]","[3, 3]",2.1645943949491304,3.2443526027223517,True,remote,0.8297595873473562,0.3522861761372223
186,195,662.6065094094528,669.4938544041197,30,31,5.674952430909815e-10,1.0544813730314027e-09,1.85813253215648,0.2690766870158094,"[109, 116]","[116, 131]","[3, 3]","[3, 2]",3.2443526027223517,1.844547594314669,True,remote,1.85813253215648,6.817077894135319
186,196,662.6065094094528,686.3002056969857,30,31,5.674952430909815e-10,2.2643751893029022e-10,0.3990121885373893,-0.399013837812797,"[109, 116]","[116, 142]","[3, 3]","[3, 2]",3.2443526027223517,4.718797843781591,True,remote,0.39901218853738923,0.212786627443033
187,195,657.8716781027586,669.4938544041197,30,31,6.839273106866978e-10,1.0544813730314027e-09,1.5418032831188593,0.1880289661235654,"[109, 131]","[116, 131]","[3, 2]","[3, 2]",2.1645943949491304,1.844547594314669,True,remote,1.5418032831188593,2.401562303754519
189,188,308.77256033342184,311.3466454064709,15,15,4.7704086255991855e-09,9.31722587927322e-07,195.31295137432667,2.2907310426934315,"[111, 135]","[111, 122]","[3, 2]","[3, 4]",3.863594921024742,2.2675478428532188,True,transition,195.31295137432662,610.8893957178451
188,204,311.3466454064709,333.346516847983,15,16,9.31722587927322e-07,5.086739396803613e-07,0.5459499922739234,-0.2628471358192912,"[111, 122]","[122, 132]","[3, 4]","[4, 2]",2.2675478428532188,1.9686643077217312,True,transition,0.5459499922739234,0.7246188983646713
188,205,311.3466454064709,319.90633425484845,15,16,9.31722587927322e-07,2.329140028685872e-06,2.4998213619218963,0.3979089749506322,"[111, 122]","[122, 135]","[3, 4]","[4, 2]",2.2675478428532188,1.3246304703985563,True,transition,2.4998213619218963,12.181618672317468
189,205,308.77256033342184,319.90633425484845,15,16,4.7704086255991855e-09,2.329140028685872e-06,488.2474881055544,2.688640017644064,"[111, 135]","[122, 135]","[3, 2]","[4, 2]",3.863594921024742,1.3246304703985563,True,transition,488.24748810555434,7441.621669597235
190,194,97.14416766058672,119.56971611135604,5,6,0.0005596352660899,0.2228962931711403,398.28850445481817,2.600197771827643,"[112, 115]","[115, 153]","[2, 2]","[2, 2]",3.5682046277630484,2.8734050106375726,False,source,398.2885044548536,879.1587522649822
192,191,772.3186740283841,781.7827586007313,36,36,9.941157765791944e-13,2.284964031529421e-10,229.84888534734907,2.361442401979436,"[113, 157]","[113, 118]","[3, 3]","[3, 3]",4.9661787658973005,2.7808085488256005,True,remote,229.84888534734904,653.4661445292505
